2250.00706;0.00069
2249.99199;0.00018
2249.97692;0.00055
2249.96185;0.00043
2249.94678;-0.0004
2249.93172;-0.00061
2249.91665;0.00024
2249.90158;0.00093
2249.88651;0.00061
2249.87144;0.00009
2249.85638;0.0004
2249.84131;0.00107
2249.82624;0.00105
2249.81117;0.00035
2249.7961;-0.00011
2249.78104;0.00018
2249.76597;0.00066
2249.7509;0.00066
2249.73583;0.00043
2249.72076;0.00056
2249.7057;0.00089
2249.69063;0.00079
2249.67556;0.00014
2249.66049;-0.00052
2249.64542;-0.00073
2249.63036;-0.00063
2249.61529;-0.00038
2249.60022;0.00014
2249.58515;0.00085
2249.57008;0.00125
2249.55502;0.00102
2249.53995;0.00052
2249.52488;0.00012
2249.50981;-0.00024
2249.49474;-0.00069
2249.47968;-0.00099
2249.46461;-0.00073
2249.44954;-0.00015
2249.43447;0.00012
2249.4194;-0.00014
2249.40433;-0.00008
2249.38927;0.00089
2249.3742;0.00197
2249.35913;0.00191
2249.34406;0.00056
2249.32899;-0.00061
2249.31393;-0.00069
2249.29886;-0.00029
2249.28379;-0.00023
2249.26872;-0.00034
2249.25365;-0.00017
2249.23859;-0.00003
2249.22352;-0.00015
2249.20845;-0.00015
2249.19338;0.00038
2249.17831;0.00085
2249.16325;0.00066
2249.14818;0.00018
2249.13311;0.00003
2249.11804;0.00014
2249.10297;0.00026
2249.08791;0.00063
2249.07284;0.00119
2249.05777;0.00114
2249.0427;0.00024
2249.02763;-0.0004
2249.01257;0.00002
2248.9975;0.00055
2248.98243;0.00015
2248.96736;-0.00064
2248.95229;-0.00073
2248.93723;-0.00031
2248.92216;-0.00035
2248.90709;-0.00081
2248.89202;-0.00085
2248.87695;-0.00037
2248.86189;0.00003
2248.84682;0
2248.83175;-0.00011
2248.81668;-0.00018
2248.80161;-0.0005
2248.78654;-0.00092
2248.77148;-0.00098
2248.75641;-0.00058
2248.74134;-0.00011
2248.72627;0.00014
2248.7112;0.0002
2248.69614;0.00017
2248.68107;0.00011
2248.666;0.00002
2248.65093;-0.00015
2248.63586;-0.00031
2248.6208;-0.00026
2248.60573;0.00006
2248.59066;0.00031
2248.57559;0.00015
2248.56052;-0.00034
2248.54546;-0.0006
2248.53039;-0.00041
2248.51532;-0.00014
2248.50025;0.00002
2248.48518;0.00008
2248.47012;0.00029
2248.45505;0.00041
2248.43998;0.00027
2248.42491;-0.00003
2248.40984;-0.00026
2248.39478;-0.00032
2248.37971;-0.0002
2248.36464;0.00008
2248.34957;0.00044
2248.3345;0.0006
2248.31944;0.00031
2248.30437;-0.00005
2248.2893;-0.00008
2248.27423;0.00005
2248.25916;-0.00029
2248.24409;-0.00079
2248.22903;-0.00073
2248.21396;-0.00009
2248.19889;0.00032
2248.18382;0.00009
2248.16875;-0.00011
2248.15369;0.00014
2248.13862;0.00017
2248.12355;-0.00018
2248.10848;-0.00026
2248.09341;0.00015
2248.07835;0.00029
2248.06328;-0.00017
2248.04821;-0.00026
2248.03314;0.00044
2248.01807;0.00098
2248.00301;0.00061
2247.98794;0.00014
2247.97287;0.00035
2247.9578;0.00072
2247.94273;0.00037
2247.92767;-0.00027
2247.9126;-0.00032
2247.89753;0.00024
2247.88246;0.00063
2247.86739;0.00047
2247.85233;0.00011
2247.83726;-0.00011
2247.82219;0.00002
2247.80712;0.00035
2247.79205;0.00043
2247.77699;0.00005
2247.76192;-0.00024
2247.74685;-0.00003
2247.73178;0.00027
2247.71671;0.00011
2247.70164;-0.00014
2247.68658;0.00017
2247.67151;0.00064
2247.65644;0.00035
2247.64137;-0.00046
2247.6263;-0.00061
2247.61124;0.00009
2247.59617;0.0005
2247.5811;0.00011
2247.56603;-0.00032
2247.55096;-0.00005
2247.5359;0.00043
2247.52083;0.00024
2247.50576;-0.00038
2247.49069;-0.00053
2247.47562;0
2247.46056;0.00035
2247.44549;-0.00006
2247.43042;-0.00072
2247.41535;-0.00079
2247.40028;-0.00017
2247.38522;0.00038
2247.37015;0.00024
2247.35508;-0.00035
2247.34001;-0.00053
2247.32494;0.00023
2247.30988;0.00139
2247.29481;0.00203
2247.27974;0.00182
2247.26467;0.00146
2247.2496;0.00142
2247.23454;0.00146
2247.21947;0.00131
2247.2044;0.00116
2247.18933;0.00122
2247.17426;0.00113
2247.15919;0.00069
2247.14413;0.00032
2247.12906;0.00041
2247.11399;0.00053
2247.09892;0.00018
2247.08385;-0.00027
2247.06879;-0.00015
2247.05372;0.00044
2247.03865;0.00066
2247.02358;0.00021
2247.00851;-0.00043
2246.99345;-0.00072
2246.97838;-0.00066
2246.96331;-0.00044
2246.94824;-0.00023
2246.93317;-0.00021
2246.91811;-0.00041
