3100.0077;0.0132
3099.9776;0.0136
3099.9474;0.0126
3099.9173;0.0110
3099.8872;0.0096
3099.8570;0.0092
3099.8269;0.0110
3099.7968;0.0138
3099.7666;0.0164
3099.7365;0.0176
3099.7064;0.0170
3099.6762;0.0148
3099.6461;0.0124
3099.6160;0.0110
3099.5859;0.0114
3099.5557;0.0134
3099.5256;0.0156
3099.4955;0.0168
3099.4653;0.0160
3099.4352;0.0144
3099.4051;0.0122
3099.3749;0.0098
3099.3448;0.0078
3099.3147;0.0072
3099.2845;0.0080
3099.2544;0.0104
3099.2243;0.0132
3099.1942;0.0144
3099.1640;0.0140
3099.1339;0.0126
3099.1038;0.0110
3099.0736;0.0092
3099.0435;0.0080
3099.0134;0.0072
3098.9832;0.0066
3098.9531;0.0064
3098.9230;0.0072
3098.8928;0.0078
3098.8627;0.0084
3098.8326;0.0090
3098.8024;0.0102
3098.7723;0.0120
3098.7422;0.0140
3098.7121;0.0158
3098.6819;0.0170
3098.6518;0.0170
3098.6217;0.0160
3098.5915;0.0148
3098.5614;0.0136
3098.5313;0.0126
3098.5011;0.0120
3098.4710;0.0116
3098.4409;0.0116
3098.4107;0.0120
3098.3806;0.0122
3098.3505;0.0132
3098.3203;0.0146
3098.2902;0.0152
3098.2601;0.0148
3098.2300;0.0134
3098.1998;0.0124
3098.1697;0.0126
3098.1396;0.0138
3098.1094;0.0146
3098.0793;0.0140
3098.0492;0.0126
3098.0190;0.0110
3097.9889;0.0100
3097.9588;0.0108
3097.9286;0.0128
3097.8985;0.0152
3097.8684;0.0174
3097.8383;0.0186
3097.8081;0.0194
3097.7780;0.0204
3097.7479;0.0210
3097.7177;0.0210
3097.6876;0.0204
3097.6575;0.0198
3097.6273;0.0206
3097.5972;0.0216
3097.5671;0.0216
3097.5369;0.0200
3097.5068;0.0188
3097.4767;0.0194
3097.4465;0.0218
3097.4164;0.0248
3097.3863;0.0276
3097.3562;0.0280
3097.3260;0.0260
3097.2959;0.0218
3097.2658;0.0164
3097.2356;0.0126
3097.2055;0.0122
3097.1754;0.0146
3097.1452;0.0182
3097.1151;0.0210
3097.0850;0.0218
3097.0548;0.0206
3097.0247;0.0182
3096.9946;0.0158
3096.9645;0.0134
3096.9343;0.0108
3096.9042;0.0076
3096.8741;0.0048
3096.8439;0.0031
3096.8138;0.0037
3096.7837;0.0064
3096.7535;0.0100
3096.7234;0.0134
3096.6933;0.0148
3096.6631;0.0144
3096.6330;0.0126
3096.6029;0.0108
3096.5727;0.0090
3096.5426;0.0076
3096.5125;0.0062
3096.4824;0.0064
3096.4522;0.0088
3096.4221;0.0134
3096.3920;0.0180
3096.3618;0.0196
3096.3317;0.0182
3096.3016;0.0158
3096.2714;0.0146
3096.2413;0.0148
3096.2112;0.0146
3096.1810;0.0126
3096.1509;0.0096
3096.1208;0.0068
3096.0906;0.0050
3096.0605;0.0041
3096.0304;0.0033
3096.0003;0.0033
3095.9701;0.0039
3095.9400;0.0050
3095.9099;0.0064
3095.8797;0.0084
3095.8496;0.0108
3095.8195;0.0128
3095.7893;0.0144
3095.7592;0.0146
3095.7291;0.0138
3095.6989;0.0128
3095.6688;0.0122
3095.6387;0.0122
3095.6086;0.0114
3095.5784;0.0100
3095.5483;0.0080
3095.5182;0.0066
3095.4880;0.0074
3095.4579;0.0092
3095.4278;0.0114
3095.3976;0.0120
3095.3675;0.0108
3095.3374;0.0088
3095.3072;0.0078
3095.2771;0.0090
3095.2470;0.0116
3095.2168;0.0146
3095.1867;0.0170
